Unnamed: 0,lyrics
Bazzi - Beautiful (Feat. Camila Cabello),"여기 여기
아름다워 아름다워
아름다운 아름다운 천사
당신 당신 불완전의을을 사랑하십시오
모든 모든
내일 내일 와서은
당신 당신 알기이에
그래서 그래서는 나 나에게 알려 주어야했습니다했습니다
구찌가 구찌가을 당신 보는 방식 방식
놀라운
그러나 그러나도 아무것 할 할 수 없습니다
당신 당신 알몸이 때
이제 이제와 불모지
Henny는 당신는 사라졌습니다 사라졌습니다
당신 당신 당신 당신은 나를위한위한 사람이라이라 고 말 있습니다 있습니다 있습니다
나 나 그것는 직면 직면해야한다
우리 우리 어렸을가 시작했습니다했습니다
내 내 내 그녀가 사랑한다한다 고 하나님 하나님 께 맹세합니다합니다
엄마 엄마 알게가 죄송합니다
우리 우리 정말로가가가 정말로 추측합니다합니다
천둥이 천둥이
아무도 아무도 사람 다른 다른 없다 고 말하지 않았습니다 않았습니다
아름다운
지금 지금 삶
아름다운
지금 지금 밤
아니, 아니
여기 여기
아름다워 아름다워
아름다운 아름다운 천사
당신 당신 불완전의을을 사랑하십시오
모든 모든
내일은 내일은
당신 당신 알기이에 간다 간다
그래서 그래서는 나 나에게 알려 주어야했습니다했습니다
맙소사
시간 시간 어디은 갔습니까?
나 나 시간는 원했다했다
느리게 느리게 것 갈
오전 6 어때시는 요
당신 당신 손길의 하늘 하늘에 있습니다
아름다운
지금 지금 광경
아름다운
지금 지금 삶
천사들 천사들 노래이 부릅니다
오, 좋아 지금 요
오 오
이것 이것 우리이 만지는 만지는 이유입니다
때로 때로 단어가는하지 않습니다 않습니다
아니요
당신 당신 황금의 칠해졌습니다
꿀 꿀 입술이 떨어지는 꿀 꿀
나 나 나 하나님는 나의의 행운의의 별들에게합니다합니다합니다
여보
당신 당신 당신은 무엇 무엇인지 모릅니다
그래, 야 자기
여기 여기
안녕 안녕
아름다워 아름다워
아름다운 아름다운 천사
오
당신 당신 불완전의을을 사랑하십시오
모든 모든
아기 아기
내일은 내일은
당신 당신 알기이에 간다 간다
그래 그래
그래서 그래서는 나 나에게 알려 주어야했습니다했습니다
구찌가 구찌가 방식
당신 당신 놀랍습니다
그래 그래
그러나 그러나도 아무것 할 할 수 없습니다
당신 당신 알몸이 때
오
내일은 내일은
당신 당신 알기이에 간다 간다
응
그래서 그래서는 나 나에게 알려 주어야했습니다했습니다
오 오 요
방금 방금했습니다
당신 당신 하나님은 맹세합니다합니다
응"
The Story Never Ends,"돌 돌 붙어에
그게 그게이 당신 전부입니다입니다
나 나 중간는 붙 잡혔다 잡혔다
나 나 내는을 삼킨다 삼킨다
뼈 뼈
그다지 그다지 한 간단 간단은 없기 때문입니다입니다
늦은 늦은에 밤 밤은 그것을 부어 넣습니다 넣습니다
당신 당신 무너을을 것을 알고 있습니다 있습니다
하지만하지만에게 나
모든 모든
내 내과
화염 woah ah 설정하십시오
우리 우리는 모두있다
당신 당신 말이 것입니다입니다
모든 모든
내 내 당신가가 바라는 사람이라는 것 것
만난 만난이 적
그리고 woah
우리 우리는 모두있다
이야기 이야기 끝나지는
이야기 이야기 끝나지는
장난감 장난감 나처럼 감았 다 다
너무 너무 회전 빨리
모든 모든으로
어떻게 어떻게 수 머물
일치 일치 때
내 내 의도 모든
늦은 늦은에 밤 밤은 그것을 부어 넣습니다 넣습니다
당신 당신 무너을을 것을 알고 있습니다 있습니다
하지만하지만에게 나
모든 모든
내 내과
화염 woah ah 설정하십시오
우리 우리는 모두있다
당신 당신 말이 것입니다입니다
모든 모든
나 나 당신는는 원하는 사람입니다입니다
당신 당신 만난은이 없습니다 없습니다
그리고 woah
우리 우리는 모두있다
이야기 이야기 끝나지는
이야기 이야기 끝나지는
그게 그게이 당신입니다
차 차 충돌를
그리고 그리고을 길합니다
절대 절대의 당신
결국
알아 알아
이야기 이야기 끝나지는
이야기
이야기 이야기 끝나지는
이야기 이야기 끝나지는
이야기
이야기
이야기
이야기"
Sam Smith - Make It To Me,"내 내은 마음에게에게 도망칩니다
생각 생각 생각 나으로 당신이이 볼 수 수 있기를 바랍니다 바랍니다
방황 방황 곳하는 볼 볼 수 없습니다
그러나 그러나 그러나는 나이 어디 어디에 있고 있고 있는지 알고 있습니다 있습니다
나 나 참을성는 기다리고있다있다
시간 시간 느리지이 느리게 느리게 움직입니다
공석이 공석이 있습니다
그리고 그리고는 나 나이 그것을 알고 싶었습니다 싶었습니다
당신 당신 나은은 위해 설계 된 사람입니다입니다
내 내 완성가 먼 먼 낯선 사람
나 나 나 당신는 거기에에 있다는 것 것을 알고 있습니다 있습니다
그러니 그러니를 고개 나 나에게 만들어
그리고 그리고에게 나을 만드십시오 만드십시오
이이 공기 외로운 너무 너무 아파 요
그런 그런 낭비 호흡 것 같습니다 같습니다
너무 너무 말 많이합니다
내 내에서 가슴 위해 위해 너무 많이
나 나 참을성는 기다리고있다있다
시간 시간 느리지이 느리게 느리게 움직입니다
공석이 공석이 있습니다
그리고 그리고는 나 나이 그것을 알고 싶었습니다 싶었습니다
당신 당신 나은은 위해 설계 된 사람입니다입니다
내 내 완성가 먼 먼 낯선 사람
나 나 나 당신는 거기에에 있다는 것 것을 알고 있습니다 있습니다
그러니 그러니를 고개 나 나에게 만들어
나 나 그것에게 만드십시오
나 나 그것에게 만드십시오
나 나 그것에게 만드십시오"
J.Fla - Shape Of You,"클럽 클럽 최고가이
연인 연인 찾기을 장소
그래서 그래서 내 바는 곳입니다입니다
나와 나와 친구들
샷을 샷을 테이블하는
빨리 빨리을 술 느리게 느리게 말합니다
와서 와서하십시오
나와 나와
그리고 그리고가 내 내 기회를 줄 것입니다입니다
내 내을 손
밴 밴 주크을에 넣으십시오 넣으십시오
그리고 그리고는 우리 우리을 추기 시작합니다합니다
그리고 그리고 나 지금 노래 노래하고있다
내 내 내 당신가 사랑을을 원한다는 것을 알고 있습니까?
당신 당신 사랑의 수제였습니다였습니다
나 나 사람 같은 위해
이제 이제 리드 내 따르십시오
나 나 미쳤을는입니다
소년 소년 너무이 말 말하지 말자
내 내를 허리
나 나 그에게을 넣어 넣어
이제 이제 리드 내 따르십시오
이제 이제 리드 내 따르십시오
나 나 당신는는 모양을 사랑합니다합니다
우리 우리 자석는 밀고 당깁니다 당깁니다
내 내 떨어지고 마음도
나 나 당신는는 몸을 사랑합니다합니다
그리고 그리고 밤 어젯 어젯은 내 방에있었습니다있었습니다
그리고 그리고 내 이제 이제 시트는 당신처럼 냄새 가납니다 가납니다
매일 매일
새로운 새로운
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
매일 매일
새로운 새로운
나 나 당신는는 모양을 사랑합니다합니다
일주일 일주일 우리 동안 동안 이야기를 시작하게했습니다했습니다
우리 우리 첫는에에 나가고 있습니다
당신 당신 나과 무의미합니다합니다
그러니 그러니 수 먹을 먹을 모든 것을 가십시오 가십시오
가방 가방 채우고을을는 접시를 채 웁니다 웁니다.
우리 우리 우리 몇는과 몇 몇 시간 동안 이야기합니다합니다
달콤 달콤 신맛하고 대해
그리고 그리고이 가족 잘 잘 지내고 있는지
택시 택시 떠나십시오
그런 그런 뒷좌석 다음 키스하십시오하십시오
운전자 운전자 라디오에게에게 재생한다 고 말하십시오하십시오
그리고 그리고는 나하고있다있다
내 내 내 당신가 사랑을을 원한다는 것을 알고 있습니까?
당신 당신 사랑의 수제였습니다였습니다
나 나 사람 같은 위해
이제 이제 리드 내 따르십시오
나 나 미쳤을는입니다
소년 소년 너무이 말 말하지 말자
내 내를 허리
나 나 그에게을 넣어 넣어
이제 이제 리드 내 따르십시오
이제 이제 리드 내 따르십시오
나 나 당신는는 모양을 사랑합니다합니다
우리 우리 자석는 밀고 당깁니다 당깁니다
내 내 떨어지고 마음도
나 나 당신는는 몸을 사랑합니다합니다
그리고 그리고 밤 어젯 어젯은 내 방에있었습니다있었습니다
그리고 그리고 내 이제 이제 시트는 당신처럼 냄새 가납니다 가납니다
매일 매일
새로운 새로운
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
오, 오, 오 오 오 난
나 나 당신는는 몸을 사랑합니다합니다
매일 매일
새로운 새로운
나 나 당신는는 모양을 사랑합니다합니다"
LANY - Pink Skies,"중고품 중고품 패션
불완전 불완전 문신
샤워 샤워 뺀를
당신 당신 내은은 가장 좋아하는 모든 것입니다입니다
여자들 여자들 말에게 왔습니다
내 내 16가 때부터
나 나 당신는 사랑합니다합니다
너 너 내는는 친 한 친구 야 야
핑크색 핑크색 아래로 하늘
우리 우리 어디가가 가야하는지 정확히 알고 있습니다 있습니다
나 나 나 당신는 녹색 눈 눈을 좋아하기 때문입니다입니다
그 그 인디고 말리부 섞으십시오
분홍색 분홍색 아래 하늘 이야기
나 나 우리는는 마음을 생각합니다합니다
보여지기 보여지기했습니다
그리고 그리고과 당신는는 더 낫다
분홍색 분홍색 아래
속옷 속옷는 나 돌봐
당신 당신 위해을 생겼어
영국 영국
당신 당신 나은 켜십시오
나중 나중하는에이이 중요합니다
당신 당신 내은은 가장 좋아하는 모든 것입니다입니다
2015 년 년 이후 년 말해주었습니다
나 나 당신는 사랑합니다합니다
너 너 내는는 친 한 친구 야 야
핑크색 핑크색 아래로 하늘
우리 우리 어디가가 가야하는지 정확히 알고 있습니다 있습니다
나 나 나 당신는 녹색 눈 눈을 좋아하기 때문입니다입니다
그 그 인디고 말리부 섞으십시오
분홍색 분홍색 아래 하늘 이야기
나 나 우리는는 마음을 생각합니다합니다
보여지기 보여지기했습니다
그리고 그리고과 당신는는 더 낫다
분홍색 분홍색 아래
우리 우리 그것는는 해결 할 수 있습니다 있습니다
당신 당신 나과 함께 함께해야합니다
이것 이것 느낌이 방식입니다입니다
나 나 이것는는 어떻게 느끼는지 사랑합니다합니다
핑크색 핑크색 아래로 하늘
우리 우리 어디가가 가야하는지 정확히 알고 있습니다 있습니다
나 나 나 당신는 녹색 눈 눈을 좋아하기 때문입니다입니다
그 그 인디고 말리부 섞으십시오
분홍색 분홍색 아래 하늘 이야기
나 나 우리는는 마음을 생각합니다합니다
보여지기 보여지기했습니다
당신 당신 더이 것입니다입니다
그리고 그리고는 나 하늘 아래 아래
핑크색 핑크색 아래로 하늘
우리 우리 어디가가 가야하는지 정확히 알고 있습니다 있습니다
나 나 나 당신는 녹색 눈 눈을 좋아하기 때문입니다입니다
그 그 인디고 말리부 섞으십시오
분홍색 분홍색 아래 하늘 이야기
나 나 우리는는 마음을 생각합니다합니다
보여지기 보여지기했습니다
그리고 그리고과 당신는는 더 낫다
분홍색 분홍색 아래"
"Lauv, LANY - Mean It","작은 작은 없습니다
그 그은 표정를를 참을성이 없다
나 나 말는 수 없다 없다
당신 당신 생각이 것
말 말 줘
당신 당신 생각이 것
어젯 어젯 우리 밤 괜찮 았습니다 았습니다
그냥 그냥 해
당신 당신 당신이 마음 마음을 바꾸면
당신 당신 당신이 마음 마음을 바꾸면
내 내 전부가 있기 있기 때문입니다
대답 대답 부르지을
나 나 나 문자 보내시겠습니까?
기분 기분 좋을이
그것 그것 당신이 옳을 때 때
하지만하지만 전부 난 다니고 다니고있어 요
더 더 떨어집니다
당신 당신 나를이 있다면
의심 의심 마음의
지금 지금 키스 당장 마세요
당신 당신 당신 나이 필요로로한다 고 고 말하지 마십시오 마십시오
내 내에 집 마십시오
모두 모두의 당신에에 사로 잡혔습니다
나 나 둥글게를 마십시오
나 나 만들지를
저 저 실망를 위해
저 저 내려를 위해
여기 여기
내 내를 머리으로으로 만들지 마십시오
당신 당신 떨어지는이이을 말하지 마십시오 마십시오
발로
여전히 여전히에
나 나 모두는 막혔습니다
아기는 아기는 둥글고 날 달리지 않습니다 않습니다
나 나 키스에게 마세요
지금 지금 키스 당장 마세요
당신 당신 입술의 그냥 떠나십시오 떠나십시오
당신 당신 의미이 않는다면
오 오
당신 당신 당신 당신은 나를를 얻었다는 것 것을 알고 있습니다 있습니다
손바닥 손바닥
그러나 그러나는 나 손 손을 좋아합니다
OOOH 예
하지만하지만하지만은 당신가 당신 당신을 붙잡게 해 주겠습니다 주겠습니다
그 그 할가 없을 때 때
그래 그래가 이해 돼 요 요
내 내 전부가 있기 있기 때문입니다
나 나 대답는 부르지 않습니다 않습니다
나 나 나 문자 보내시겠습니까?
기분 기분 좋을이
그것 그것 당신이 옳을 때 때
하지만하지만 전부 난 다니고 다니고있어 요
더 더 떨어집니다
당신 당신 나를이 있다면
의심 의심 마음의
지금 지금 키스 당장 마세요
당신 당신 당신 나이 필요로로한다 고 고 말하지 마십시오 마십시오
내 내에 집 마십시오
모두 모두의 당신에에 사로 잡혔습니다
나 나 둥글게를 마십시오
나 나 만들지를
저 저 실망를 위해
저 저 내려를 위해
여기 여기
내 내를 머리으로으로 만들지 마십시오
당신 당신 떨어지는이이을 말하지 마십시오 마십시오
발로
여전히 여전히에
나 나 모두는 막혔습니다
아기는 아기는 둥글고 날 달리지 않습니다 않습니다
나 나 키스에게 마세요
지금 지금 키스 당장 마세요
당신 당신 입술의 그냥 떠나십시오 떠나십시오
당신 당신 의미이 않는다면
서둘러 서둘러을 집하자
집 집 떠나다
그러나 그러나은 당신 당신을 의미하지 않습니다 않습니다
침대 침대 머물에
모든 모든이 친구들 동안
그러나 그러나은 당신 당신을 의미하지 않습니다 않습니다
왜 왜이 당신 말 말을 보냈는지
입 입 나오십시오
당신 당신 의미이 않는다면
당신 당신 나은 쳐다 쳐다보고 있습니다
의심 의심 마음의
지금 지금 키스 당장 마세요
당신 당신 당신 나이 필요로로한다 고 고 말하지 마십시오 마십시오
내 내에 집 마십시오
모두 모두의 당신에에 사로 잡혔습니다
나 나 둥글게를 마십시오
나 나 만들지를
저 저 실망를 위해
저 저 내려를 위해
여기 여기
내 내를 머리으로으로 만들지 마십시오
당신 당신 떨어지는이이을 말하지 마십시오 마십시오
발로
여전히 여전히에
나 나 모두는 막혔습니다
아기는 아기는 둥글고 날 달리지 않습니다 않습니다
나 나 키스에게 마세요
지금 지금 키스 당장 마세요
당신 당신 입술의 그냥 떠나십시오 떠나십시오
당신 당신 의미이 않는다면"
LANY - ILYSB,"이런 이런으로 식 못했습니다
충분히 충분히 수 얻을 나와 나와 함께있어
우리 우리 우리 큰가을 세웠던 세웠던 것과는 다릅니다 다릅니다
손 손 잡고을을을 돌아 다니자

그리고 그리고은 당신합니다
당신 당신 유일은 사람입니다입니다.좋아 좋아
그리고 그리고은 당신합니다
당신 당신 밤새은은 나를 지키는 것입니다입니다.

오 오, 마음 내이 너무 너무 아파 요
사랑 사랑 사랑, 해 야, 너무 나쁘다, 너무 나쁘다 나쁘다
""
사랑 사랑 사랑, 해 야, 너무 나쁘다, 너무 나쁘다 나쁘다

내 내에 옷 쿨
당신 당신 나이이 가까이 갈 때 따뜻하게 따뜻하게
이이 밤 여름 여름 천천히 춤을 추십시오 추십시오
우리 우리 디스코의의은 내 주방 빛입니다입니다

그리고 그리고은 당신합니다
아무도 아무도 아무도의 당신를 대신 대신 할 수 수 없다는 것입니다입니다
그리고 그리고은 당신합니다
내 내 내 너가 얼굴 얼굴에 집착하고 있는데 있는데, 너의 얼굴 얼굴

오 오, 마음 내이 너무 너무 아파 요
사랑 사랑 사랑, 해 야, 너무 나쁘다, 너무 나쁘다 나쁘다
""
사랑 사랑 사랑, 해 야, 너무 나쁘다, 너무 나쁘다 나쁘다
""
""

그리고 그리고은 당신합니다
당신 당신 유일은 사람입니다입니다
그리고 그리고은 당신합니다
당신 당신 밤새은은 나를 지키는 것입니다입니다.

오 오, 마음 내이 너무 너무 아파 요
사랑 사랑 사랑, 해 야, 너무 나쁘다, 너무 나쁘다 나쁘다
""
""
너무 너무, 나쁘다
오, 마음 내이 아파 요 요
오, 마음 내이 아파 요 요
오, 마음 내이 아파 요 요
너무 너무, 나쁘다"
Dan + Shay - Speechless,"당신 당신 당신 당신은 5시에에 쓰러 질 것 것이라 고 말합니다합니다
향수 향수 냄새의의 계단 아래로 떠 다니고 있습니다 있습니다.
당신 당신 당신은은 머리를 고정하고 있습니다 있습니다
나 나 나 내는 엉망이 될 될 것이라는이라는 것을 안다 안다
두 두는 번째을 본다 본다
당신 당신 놀라지은 것입니다입니다
매번 매번합니다
새롭지 새롭지

초콜라
오늘 오늘처럼 밤 밤 밤에 있습니다
나 나 나 당신는 내 내 마음을을 읽을 수 수 있도록 께 감사 감사드립니다드립니다
당신 당신 그이이으로 나를 볼 때 때

합창
내 내 말가 해 요 요
그 그 그에서 드레스에에 Starin 'at you standin'
나 나하는에게에게은 비밀이 아니야 아니야
당신 당신 내이이 할 수있는 전부입니다입니다.
그리고 그리고는 나이 없다 없다
당신 당신 당신 이미은이 나 나의 약점 약점을 알고 있습니다 있습니다
이이이 시간 모든에 나 나는 똑같이 긴장합니다합니다
방 방 걸으로 때마다마다
내 내 말가 해 요 요

2 절
당신 당신 인사이 때 때 시작되었습니다
그냥 그냥에게 나가가를 했어
그리고 그리고는 나 해졌다
우리 우리 만난가부터
당신 당신 당신 내은에서 숨 숨을 쉴 수 있습니다 있습니다
그것 그것 싸울을 없습니다
그리고 그리고 단어 단어, 심지어 시도 시도하지 않고 내 입에서에서

합창
그리고 그리고는 나이 없다 없다
그 그 그에서 드레스에에 Starin 'at you standin'
나 나하는에게에게은 비밀이 아니야 아니야
당신 당신 내이이 할 수있는 전부입니다입니다.
그리고 그리고는 나이 없다 없다
당신 당신 당신 이미은이 나 나의 약점 약점을 알고 있습니다 있습니다
이이이 시간 모든에 나 나는 똑같이 긴장합니다합니다
방 방 걸으로 때마다마다
내 내 말가 해 요 요

다리
그래, 야 자기, 음
오늘 오늘처럼 밤 밤 밤에 있습니다
나 나 나 당신는 내 내 마음을을 읽을 수있다 고 생각합니다합니다
당신 당신 그이이으로 나를 볼 때 때

합창
내 내 말가 해 요 요
당신 당신 그은에에 서 있습니다
소녀,은 그것 비밀이 아닙니다 아닙니다
'내 내이가가 할 수있는 전부입니다입니다.
오,는 나 말이 없다 없다
당신 당신 당신 이미은이 나 나의 약점 약점을 알고 있습니다 있습니다
이이이 시간 모든에 나 나는 똑같이 긴장합니다합니다
방 방 걸으로 때마다마다
내 내 말가 해 요 요

아웃트로
"""
"Dan + Shay, Justin Bieber - 10,000 Hours","당신 당신 비은 좋아합니까?
그것 그것 당신은 춤 춤으로 만듭니다
당신 당신 취했을이
파티 파티 친구들에서 함께
네 네 가장가 노래 노래가 뭐니
그것 그것 당신은 웃게 만듭니다 만듭니다
당신 당신 당신 나 생각합니까?
눈 눈 눈 감을 때 나 나에게 말 해 줘 줘
당신 당신 당신 무엇 꿈꾸고 있습니까?'
내 내 알고가 모든 것 것
나 나 천는는을 보낼 것입니다입니다
그리고 10 더 만
오 오,이 그것 필요 한 한 것이라면
배우다
당신 당신 달콤한의
그리고 그리고 그리고는 나 거기에에 가지 않을 수도 있습니다 있습니다
하지만하지만는 나 할 할 것이다
만 만이라면
또는 또는 남은 내
나 나 당신는는 사랑 할 것입니다입니다
OOH OOH OOH OOH OOH
당신 당신 당신 길 놓치나 요?
당신 당신 자랐습니다
중간 중간을 이름?
할머니 할머니
당신 당신 생각이 때
지금 지금의 당신
당신 당신 당신 나 생각합니까?
눈 눈 눈 감을 때 나 나에게 말 해 줘 줘
당신 당신 당신 무엇 꿈꾸고 있습니까?'
내 내 알고가 모든 것 것
나 나 천는는을 보낼 것입니다입니다
그리고 10 더 만
오 오,이 그것 필요 한 한 것이라면
배우다
당신 당신 달콤한의
그리고 그리고 그리고는 나 거기에에 가지 않을 수도 있습니다 있습니다
하지만하지만는 나 할 할 것이다
만 만이라면
또는 또는 남은 내
나 나 당신는는 사랑 할 것입니다입니다
OOH OOH OOH OOH OOH
나 나 당신는는 사랑 할 것입니다입니다
OOH OOH OOH OOH OOH
ooh 선과는 나쁜 것을 원합니다 원합니다
그리고 그리고 사이 그 모든 것 것
우 우 호기심의 치료 치료해야합니다
오 오
나 나 천는는을 보낼 것입니다입니다
그리고 10 더 만
오 오,이 그것 필요 한 한 것이라면
배우다
당신 당신 달콤한의
당신 당신 달콤한의
그리고 그리고 그리고는 나 거기에에 가지 않을 수도 있습니다 있습니다
하지만하지만 요
만 만이라면
또는 또는 남은 내
나 나 당신는는 사랑 할 것입니다입니다
OOH OOH OOH OOH OOH
나 나 당신는는 사랑 할 것입니다입니다
OOH OOH OOH OOH OOH
응
그리고 그리고
당신 당신 비은 좋아합니까?
그것 그것 당신은 춤 춤으로 만듭니다
나 나 당신는는 사랑 할 것입니다입니다
나 나 당신는는 사랑 할 것입니다입니다
나 나 당신는는 사랑 할 것입니다입니다"
JAX - Like My Father,"나 나 장미는는 집에오고 싶다 싶다
그리고 그리고에 우체국 더러운 더러운 작은 메모
그리고 그리고 머리카락
회색 회색 바뀌기으로합니다
그 그 그 내는 좋은 좋은 와인과과 같다 고 말 할 것입니다입니다
나이 나이 더가
나 나 그것는는 배웠다 고 생각한다한다
부모님 부모님
그 그 사랑 진정한 시작됩니다됩니다
우정 우정
이마 이마 키스
데이트 데이트
싸움 싸움에 후를 드러냅니다 드러냅니다
나 나 남자는 필요하다하다
누가 누가 있고 참을성합니다
차 차 나옵니다
그리고 그리고을 문 있습니다
나 나 춤는 늦추고 싶다 싶다
거실 거실
우리 우리 18는입니다입니다
시니어 시니어 파티 댄스
누군 누군와가
나 나 젊게를하는 사람 사람
나 나 사랑를를 사람이 필요합니다합니다
아버지 아버지 엄마는 사랑합니다합니다
나 나 여름는는 트립을 원한다한다
나 나 서로는 싶어
나 나 빌리는에게에게 흔들리고 싶다
그리고 그리고 아이들 우리 뒤집습니다
그들 그들 우리이 늙었다 늙었다 고 부르면
그 그 우연히는는 저녁을 태울 것입니다입니다
그리고 그리고가 내 우승자 우승자가되자
그리고 그리고 몸 내 내 모양이 변할 때 때
그 그 오는는에 말 할 것입니다입니다
당신 당신 오늘은 보입니다
나 나 남자는 필요하다하다
누가 누가 있고 참을성합니다
차 차 나옵니다
그리고 그리고을 문 있습니다
나 나 춤는 늦추고 싶다 싶다
거실 거실
우리 우리 18는입니다입니다
시니어 시니어 파티 댄스
누군 누군와가
나 나 젊게를하는 사람 사람
나 나 사랑를를 사람이 필요합니다합니다
아버지 아버지 엄마는 사랑합니다합니다
그리고 그리고 그 만약 만약 내 아버지에게 부담한다면한다면
어쩌면 어쩌면 어쩌면는 그 딸을을 가르 칠 칠 수있을입니다입니다입니다
여왕 여왕 사랑을을 위해 필요 한 것 것
그녀 그녀 그녀 자신는 왕족이라는이라는 것을 알아야합니다합니다
나 나 남자는 필요하다하다
누가 누가 있고 참을성합니다
차 차 나옵니다
그리고 그리고을 문 있습니다
나 나 춤는 늦추고 싶다 싶다
거실 거실
우리 우리 18는입니다입니다
시니어 시니어 파티 댄스
누군 누군와가
나 나 젊게를하는 사람 사람
나 나 사랑를를 사람이 필요합니다합니다
아버지 아버지 엄마는 사랑합니다합니다
나 나 사랑를를 사람이 필요합니다합니다
아버지 아버지 엄마는 사랑합니다합니다"
